title, latitude, longitude
MARCOS HIGHWAY,14.63280996813626, 121.07385582644983
MARCOS HIGHWAY,14.632929121557286, 121.07601091282571
MARCOS HIGHWAY,14.631975892377607, 121.07847386868386
MARCOS HIGHWAY,14.630307731350506, 121.07933590323418
MARCOS HIGHWAY,14.627784101823991, 121.08093365150563
MARCOS HIGHWAY,14.62612204932071, 121.08257085631452
MARCOS HIGHWAY,14.625109229923892, 121.08348339668103
MARCOS HIGHWAY,14.624278195134549, 121.08455697358282
MARCOS HIGHWAY,14.622719996378478, 121.08611366016692
MARCOS HIGHWAY,14.620019092429075, 121.0889317995341
MARCOS HIGHWAY,14.620252825814406, 121.08844868992828
MARCOS HIGHWAY,14.618928333282199, 121.0902737707618
MARCOS HIGHWAY,14.618798480649176, 121.09089107748031
MARCOS HIGHWAY,14.619006244825163, 121.09411180818566
MARCOS HIGHWAY,14.619603565761864, 121.09550745828642
MARCOS HIGHWAY,14.619993122002851, 121.09827191880852
MARCOS HIGHWAY,14.620486558926489, 121.1006874669323
MARCOS HIGHWAY,14.62103193527794, 121.10296881784858
MARCOS HIGHWAY,14.621239697341329, 121.10366664283471
MARCOS HIGHWAY,14.621343578299316, 121.10474021973653
